ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime
4443,Airplane!,1980,7+,7.7,97%,0,0,1,0,0,"Jim Abrahams,David Zucker,Jerry Zucker",Comedy,United States,English,88
4448,Lady Bird,2017,18+,7.4,99%,0,0,1,0,0,Greta Gerwig,"Comedy,Drama",United States,"English,Spanish",94
4451,The Big Sick,2017,18+,7.5,98%,0,0,1,0,0,Michael Showalter,"Comedy,Drama,Romance",United States,"English,Urdu",120
4453,The Man from Nowhere,2010,18+,7.8,100%,0,0,1,0,0,Jeong-beom Lee,"Action,Drama,Thriller",South Korea,"Korean,English",119
4454,Short Term 12,2013,18+,8,98%,0,0,1,0,0,Destin Daniel Cretton,Drama,United States,English,96
4458,The Machinist,2004,18+,7.7,77%,0,0,1,0,0,Brad Anderson,"Drama,Thriller","Spain,France,United Kingdom,United States","English,Spanish",101
4460,Dear Zachary: A Letter to a Son About His Father,2008,18+,8.6,94%,0,0,1,0,0,Kurt Kuenne,"Documentary,Biography,Crime,Drama",United States,English,95
4462,The Disaster Artist,2017,18+,7.4,91%,0,0,1,0,0,James Franco,"Biography,Comedy,Drama",United States,English,104
4464,Pi,1998,18+,7.4,88%,0,0,1,0,0,Darren Aronofsky,"Drama,Horror,Mystery,Sci-Fi,Thriller",United States,"English,Hebrew",84
4465,The Lighthouse,2019,18+,7.6,90%,0,0,1,0,0,Robert Eggers,"Drama,Fantasy,Horror,Mystery","Canada,United States",English,109
4466,The Farewell,2019,7+,7.6,98%,0,0,1,0,0,Lulu Wang,"Comedy,Drama","United States,China","Mandarin,English,Japanese,Italian",100
4474,Stop Making Sense,1984,18+,8.6,100%,0,0,1,0,0,Jonathan Demme,"Documentary,Music",United States,English,88
4475,Eighth Grade,2018,18+,7.4,99%,0,0,1,0,0,Bo Burnham,"Comedy,Drama",United States,English,93
4477,Temple Grandin,2010,7+,8.3,100%,0,0,1,0,0,Mick Jackson,"Biography,Drama",United States,English,107
4478,The Lincoln Lawyer,2011,18+,7.3,84%,0,0,1,0,0,Brad Furman,"Crime,Drama,Thriller",United States,English,118
4483,Logan Lucky,2017,13+,7,92%,0,0,1,0,0,Steven Soderbergh,"Comedy,Crime,Drama","United States,China",English,118
4484,The Act of Killing,2012,18+,8.2,95%,0,0,1,0,0,"Joshua Oppenheimer,Anonymous,Christine Cynn","Documentary,Biography,Crime,History","United Kingdom,Denmark,Norway","Indonesian,English",117
4485,Leave No Trace,2018,7+,7.2,100%,0,0,1,0,0,Debra Granik,Drama,"United States,Canada",English,109
4488,Escape from New York,1981,18+,7.2,86%,0,0,1,0,0,John Carpenter,"Action,Adventure,Sci-Fi",United States,English,99
4490,Inside Llewyn Davis,2013,18+,7.5,92%,0,0,1,0,0,"Ethan Coen,Joel Coen","Comedy,Drama,Music","United States,United Kingdom,France",English,104
4493,Pride,2014,18+,7.8,91%,0,0,1,0,0,Matthew Warchus,"Biography,Comedy,Drama,History,Romance","United Kingdom,France,United States","English,Welsh",119
4495,Dead Man Walking,1995,18+,7.5,95%,0,0,1,0,0,Tim Robbins,"Crime,Drama","United Kingdom,United States",English,122
4496,Grizzly Man,2005,18+,7.8,92%,0,0,1,0,0,Werner Herzog,"Documentary,Biography",United States,English,103
4497,A Bittersweet Life,2005,18+,7.6,100%,0,0,1,0,0,Jee-woon Kim,"Action,Crime,Drama,Thriller",South Korea,"Korean,Russian",119
4498,Tumbbad,2018,18+,8.3,89%,0,0,1,0,0,"Rahi Anil Barve,Anand Gandhi,Adesh Prasad","Drama,Fantasy,Horror,Thriller","India,Sweden",Hindi,104
4499,A Man Called Ove,2015,13+,7.7,90%,0,0,1,0,0,Hannes Holm,"Comedy,Drama,Romance",Sweden,"Swedish,Persian",116
4500,The Imposter,2012,18+,7.5,95%,0,0,1,0,0,Bart Layton,"Documentary,Biography,Crime,Drama,Thriller","United Kingdom,United States","English,Spanish",99
4501,Capote,2005,18+,7.3,90%,0,0,1,0,0,Bennett Miller,"Biography,Crime,Drama,History","United States,Canada",English,114
4504,The Salesman,2016,13+,7.8,96%,0,0,1,0,0,Asghar Farhadi,"Drama,Thriller","Iran,France","Persian,English",124
4505,3-Iron,2004,18+,8,87%,0,0,1,0,0,Ki-duk Kim,"Crime,Drama,Romance","South Korea,Japan",Korean,88
4508,Samsara,2011,13+,8.5,76%,0,0,1,0,0,Ron Fricke,"Documentary,Music","United States,Indonesia,Singapore,Thailand,Kenya,Denmark,Brazil,Jordan,United Arab Emirates,Saudi Arabia,South Africa,Italy,Ghana,Egypt,China,Japan,Ethiopia,South Korea,Namibia",English,102
4510,The Hours,2002,13+,7.5,80%,0,0,1,0,0,Stephen Daldry,"Drama,Romance","United States,United Kingdom,France,Canada,Germany",English,110
4511,Seven Psychopaths,2012,18+,7.2,82%,0,0,1,0,0,Martin McDonagh,"Comedy,Crime","United Kingdom,United States","English,Vietnamese",110
4512,For Sama,2019,7+,8.5,99%,0,0,1,0,0,"Waad Al-Kateab,Edward Watts","Documentary,War","United Kingdom,Syria,United States","Arabic,English",100
4514,Bridget Jones's Diary,2001,18+,6.7,80%,0,0,1,0,0,Sharon Maguire,"Comedy,Drama,Romance","United Kingdom,France,United States",English,97
4515,The Last Waltz,1978,7+,8.2,98%,0,0,1,0,0,Martin Scorsese,"Documentary,Biography,Music",United States,"English,Middle English",117
4516,Lars and the Real Girl,2007,13+,7.3,81%,0,0,1,0,0,Craig Gillespie,"Comedy,Drama,Romance","United States,Canada","English,Spanish",106
4517,The Look of Silence,2014,13+,8.3,96%,0,0,1,0,0,Joshua Oppenheimer,"Documentary,Biography,History","Denmark,Indonesia,Finland,Norway,United Kingdom,Israel,France,United States,Germany,Netherlands",Indonesian,103
4518,Cold War,2018,18+,7.6,93%,0,0,1,0,0,Pawel Pawlikowski,"Drama,History,Music,Romance","Poland,United Kingdom,France","Polish,French,Croatian,German,Russian,Serbian,Italian",89
4520,Honey Boy,2019,18+,7.3,94%,0,0,1,0,0,Alma Har'el,Drama,United States,"English,Spanish",94
4522,The Virgin Suicides,1999,18+,7.2,76%,0,0,1,0,0,Sofia Coppola,"Drama,Romance",United States,English,97
4523,Paterson,2016,18+,7.4,96%,0,0,1,0,0,Jim Jarmusch,"Comedy,Drama,Romance","France,Germany,United States","English,Italian",118
4525,The Return of the Living Dead,1985,18+,7.3,92%,0,0,1,0,0,Dan O'Bannon,"Comedy,Horror,Sci-Fi",United States,English,91
4529,Clue,1985,7+,7.3,62%,0,0,1,0,0,Jonathan Lynn,"Comedy,Crime,Mystery,Thriller",United States,"English,French",94
4530,mid90s,2018,18+,7.4,81%,0,0,1,0,0,Jonah Hill,"Comedy,Drama",United States,English,85
4533,Highlander,1986,18+,7.1,69%,0,0,1,0,0,Russell Mulcahy,"Action,Adventure,Fantasy",United Kingdom,English,116
4535,I Am Not Your Negro,2017,18+,7.8,99%,0,0,1,0,0,Raoul Peck,Documentary,"Switzerland,France,Belgium,United States","English,French",93
4537,The Birdcage,1996,18+,7.1,79%,0,0,1,0,0,Mike Nichols,Comedy,United States,English,117
4541,Indie Game: The Movie,2012,18+,7.6,94%,0,0,1,0,0,"Lisanne Pajot,James Swirsky","Documentary,Drama",Canada,"English,French",103
4542,The Boondock Saints,1999,18+,7.8,22%,0,0,1,0,0,Troy Duffy,"Action,Crime,Thriller","United States,Canada","English,Spanish,Papiamento,Russian,Latin",108
4544,Ernest & Celestine,2012,7+,7.9,97%,0,0,1,0,0,"Stéphane Aubier,Vincent Patar,Benjamin Renner","Animation,Adventure,Comedy,Crime,Drama,Family,Fantasy","France,Belgium,Luxembourg","French,English",80
4545,You Were Never Really Here,2017,18+,6.8,89%,0,0,1,0,0,Lynne Ramsay,"Crime,Drama,Mystery,Thriller","United Kingdom,United States,France",English,89
4546,Moonstruck,1987,7+,7.1,93%,0,0,1,0,0,Norman Jewison,"Comedy,Drama,Romance",United States,"English,Italian,Latin",102
4547,An Honest Liar,2014,18+,7.5,97%,0,0,1,0,0,"Tyler Measom,Justin Weinstein","Documentary,Biography,Comedy,History","United States,United Kingdom",English,90
4549,The Proposition,2005,18+,7.4,86%,0,0,1,0,0,"Elizabeth Banks,Steven Brill,Steve Carr,Rusty Cundieff,James Duffy,Griffin Dunne,Peter Farrelly,Patrik Forsberg,Will Graham,James Gunn,Brett Ratner,Jonathan van Tulleken,Bob Odenkirk",Comedy,United States,English,94
4553,You Can Count on Me,2000,18+,7.5,95%,0,0,1,0,0,Kenneth Lonergan,Drama,United States,English,111
4555,Arctic,2018,13+,6.8,89%,0,0,1,0,0,Joe Penna,"Adventure,Drama",Iceland,"English,Danish",98
4556,Paradise Lost 3: Purgatory,2011,18+,8.1,100%,0,0,1,0,0,"Joe Berlinger,Bruce Sinofsky","Documentary,Crime",United States,English,121
4557,Midnight Special,2016,13+,6.6,83%,0,0,1,0,0,Jeff Nichols,"Drama,Mystery,Sci-Fi,Thriller","United States,Greece",English,112
4558,King of Devil's Island,2010,18+,7.5,94%,0,0,1,0,0,Marius Holst,"Action,Drama","Norway,France,Sweden,Poland","Norwegian,Swedish",116
4560,First Reformed,2018,18+,7.1,93%,0,0,1,0,0,Paul Schrader,"Drama,Mystery,Thriller","United States,United Kingdom,Australia",English,113
4561,Meru,2015,18+,7.7,89%,0,0,1,0,0,"Jimmy Chin,Elizabeth Chai Vasarhelyi","Documentary,Sport","United States,India",English,90
4562,The Report,2019,18+,7.2,81%,0,0,1,0,0,Scott Z. Burns,"Biography,Crime,Drama,History,Thriller",United States,English,119
4563,The Sweet Hereafter,1997,18+,7.5,100%,0,0,1,0,0,Atom Egoyan,Drama,Canada,English,112
4564,Dead Ringers,1988,18+,7.3,82%,0,0,1,0,0,David Cronenberg,"Drama,Horror,Thriller",Canada,English,116
4565,Triangle,2009,18+,6.9,80%,0,0,1,0,0,Christopher Smith,"Fantasy,Mystery,Thriller","United Kingdom,Australia",English,99
4566,Gallipoli,1981,7+,7.4,91%,0,0,1,0,0,Peter Weir,"Adventure,Drama,History,War",Australia,English,110
4569,Thunder Road,2018,18+,7.1,96%,0,0,1,0,0,Jim Cummings,"Comedy,Drama",United States,English,92
4570,Pretty in Pink,1986,13+,6.8,77%,0,0,1,0,0,Howard Deutch,"Comedy,Drama,Romance",United States,English,97
4571,The Kings of Summer,2013,18+,7.1,75%,0,0,1,0,0,Jordan Vogt-Roberts,"Adventure,Comedy,Drama",United States,"English,Spanish",95
4574,Beautiful Boy,2018,18+,7.3,69%,0,0,1,0,0,Felix van Groeningen,"Biography,Drama",United States,English,120
4575,Hard Eight,1996,18+,7.2,84%,0,0,1,0,0,Paul Thomas Anderson,"Crime,Drama",United States,English,102
4576,Ginger Snaps,2000,18+,6.8,89%,0,0,1,0,0,John Fawcett,"Drama,Fantasy,Horror",Canada,English,108
4577,Robot & Frank,2012,13+,7.1,86%,0,0,1,0,0,Jake Schreier,"Comedy,Crime,Drama,Sci-Fi",United States,English,89
4578,Particle Fever,2013,18+,7.4,96%,0,0,1,0,0,Mark Levinson,Documentary,United States,English,99
4579,Salyut-7,2017,13+,7.2,100%,0,0,1,0,0,Klim Shipenko,"Action,Drama,History",Russia,"English,Russian",111
4580,The Last Black Man in San Francisco,2019,18+,7.3,93%,0,0,1,0,0,Joe Talbot,Drama,United States,English,121
4581,Adam's Apples,2005,18+,7.8,70%,0,0,1,0,0,Anders Thomas Jensen,"Comedy,Crime,Drama","Denmark,Germany",Danish,94
4582,Gia,1998,18+,7,92%,0,0,1,0,0,Michael Cristofer,"Biography,Drama,Romance",United States,"English,German,French",120
4584,Sophie Scholl: The Final Days,2005,18+,7.6,87%,0,0,1,0,0,Marc Rothemund,"Biography,Crime,Drama,History,Thriller,War",Germany,German,120
4585,Hellraiser,1987,18+,7,70%,0,0,1,0,0,Clive Barker,"Horror,Thriller",United Kingdom,English,94
4587,Air Force One,1997,18+,6.5,76%,0,0,1,0,0,Wolfgang Petersen,"Action,Drama,Thriller","United States,Germany","English,Russian",124
4588,Get the Gringo,2012,18+,7,82%,0,0,1,0,0,Adrian Grunberg,"Action,Crime,Drama,Thriller","United States,Mexico","English,Spanish",96
4589,Eat Drink Man Woman,1994,13+,7.8,91%,0,0,1,0,0,Ang Lee,"Comedy,Drama,Romance",Taiwan,"Mandarin,French",124
4590,Big Night,1996,18+,7.3,96%,0,0,1,0,0,"Campbell Scott,Stanley Tucci","Drama,Romance",United States,"English,Italian",109
4594,Bernie,2012,13+,6.8,88%,0,0,1,0,0,Richard Linklater,"Biography,Comedy,Crime,Drama",United States,English,99
4595,Ink,2009,18+,6.9,100%,0,0,1,0,0,Jamin Winans,"Action,Drama,Fantasy,Sci-Fi",United States,English,107
4596,Dog Soldiers,2002,18+,6.8,77%,0,0,1,0,0,Neil Marshall,"Action,Horror,Thriller","United Kingdom,Luxembourg,United States",English,105
4597,The Aeronauts,2019,13+,6.6,72%,0,0,1,0,0,Tom Harper,"Action,Adventure,Biography,Drama,Romance","United Kingdom,United States","English,French,Latin",100
4600,Soldier's Girl,2003,18+,7.9,88%,0,0,1,0,0,Frank Pierson,"Biography,Crime,Drama,Romance","United States,Canada",English,112
4603,A Street Cat Named Bob,2016,18+,7.3,77%,0,0,1,0,0,Roger Spottiswoode,"Biography,Drama,Family",United Kingdom,English,103
4605,The Snowman,1982,all,8.2,80%,0,0,1,0,0,Tomas Alfredson,"Crime,Drama,Mystery,Thriller","United Kingdom,United States,China,Sweden,Japan","English,Russian",119
4608,Murderball,2005,18+,7.7,98%,0,0,1,0,0,"Henry Alex Rubin,Dana Adam Shapiro","Documentary,Sport",United States,English,88
4610,A Most Wanted Man,2014,18+,6.8,87%,0,0,1,0,0,Anton Corbijn,"Crime,Drama,Thriller","United Kingdom,United States,Germany","Arabic,English,Turkish",122
4612,Frantz,2016,13+,7.5,91%,0,0,1,0,0,François Ozon,"Drama,History,Romance,War","France,Germany","French,German",113
4614,Runaway Train,1985,18+,7.2,85%,0,0,1,0,0,Tony Scott,"Action,Thriller",United States,English,98
4616,House of Sand and Fog,2003,18+,7.5,74%,0,0,1,0,0,Vadim Perelman,"Crime,Drama",United States,"English,Persian",126
4617,Behind the Candelabra,2013,18+,7,95%,0,0,1,0,0,Steven Soderbergh,"Biography,Drama,Music,Romance",United States,English,118
4618,Angst,1983,18+,7.3,100%,0,0,1,0,0,Gerald Kargl,"Drama,Horror,Thriller",Austria,German,87
4621,Brittany Runs a Marathon,2019,18+,6.8,89%,0,0,1,0,0,Paul Downs Colaizzo,"Comedy,Drama","United States,Canada",English,104
4622,Bill Cunningham New York,2011,18+,7.9,99%,0,0,1,0,0,Richard Press,"Documentary,Biography,History",United States,English,84
4623,What Maisie Knew,2013,18+,7.4,86%,0,0,1,0,0,"Scott McGehee,David Siegel",Drama,United States,English,99
4624,Citizen X,1995,18+,7.5,88%,0,0,1,0,0,Chris Gerolmo,"Biography,Crime,Drama,History,Thriller","United States,Hungary",English,105
4625,Kirikou and the Sorceress,1998,18+,7.5,96%,0,0,1,0,0,"Michel Ocelot,Raymond Burlet","Animation,Adventure,Family,Fantasy","France,Belgium,Luxembourg",French,71
4626,Some Kind of Wonderful,1987,13+,7.1,81%,0,0,1,0,0,Howard Deutch,"Drama,Romance",United States,English,95
4628,Masquerade,2012,18+,7.8,100%,0,0,1,0,0,Bob Swaim,"Drama,Romance,Thriller",United States,"English,French",91
4630,Heidi,2015,all,7.4,100%,0,0,1,0,0,Alain Gsponer,"Adventure,Drama,Family","Germany,Switzerland,South Africa","German,Swiss German,Afrikaans",111
4631,Better Watch Out,2016,18+,6.5,89%,0,0,1,0,0,Chris Peckover,"Comedy,Crime,Horror,Thriller","Australia,United States",English,89
4633,What If,2013,13+,6.8,73%,0,0,1,0,0,Michael Dowse,"Comedy,Romance","Ireland,Canada",English,98
4634,Truman,2015,16+,7.3,99%,0,0,1,0,0,Cesc Gay,"Comedy,Drama","Spain,Argentina","Spanish,English",108
4635,20.000 Days on Earth,2014,18+,7.5,95%,0,0,1,0,0,"Iain Forsyth,Jane Pollard","Documentary,Drama,Music",United Kingdom,English,97
4636,Marshall,2017,13+,7.2,80%,0,0,1,0,0,Reginald Hudlin,"Biography,Crime,Drama,History","United States,China,Hong Kong",English,118
4637,Flickering Lights,2000,18+,7.7,70%,0,0,1,0,0,Anders Thomas Jensen,"Action,Comedy,Crime","Denmark,Sweden",Danish,109
4638,McQueen,2018,18+,7.8,99%,0,0,1,0,0,"Ian Bonhôte,Peter Ettedgui","Documentary,Biography",United Kingdom,"English,French",111
4639,The Band's Visit,2007,13+,7.5,98%,0,0,1,0,0,Eran Kolirin,"Comedy,Drama,Music,Romance","Israel,United States,France","Hebrew,Arabic,English",87
4640,One Day in September,1999,18+,7.8,97%,0,0,1,0,0,Kevin Macdonald,"Documentary,History,Sport","Switzerland,Germany,United Kingdom","English,German",94
4642,Turbo Kid,2015,18+,6.7,90%,0,0,1,0,0,"François Simard,Anouk Whissell,Yoann-Karl Whissell","Action,Adventure,Comedy,Horror,Sci-Fi","Canada,New Zealand,United States",English,93
4643,One Child Nation,2019,18+,7.5,98%,0,0,1,0,0,"Nanfu Wang,Jialing Zhang","Documentary,History",United States,"English,Mandarin",88
4644,4 Moons,2014,18+,7.5,86%,0,0,1,0,0,Sergio Tovar Velarde,"Drama,Romance",Mexico,Spanish,110
4645,A Prayer Before Dawn,2018,18+,6.9,92%,0,0,1,0,0,Jean-Stéphane Sauvaire,"Biography,Crime,Drama,Sport,Thriller","United Kingdom,France,China,Cambodia,United States,Germany","English,Thai",116
4646,The Pink Panther Strikes Again,1976,7+,7.2,80%,0,0,1,0,0,Blake Edwards,"Comedy,Crime","United Kingdom,United States",English,103
4647,Disobedience,2017,18+,6.6,84%,0,0,1,0,0,Sebastián Lelio,"Drama,Romance","Ireland,United Kingdom,United States","English,Hebrew",114
4648,Transsiberian,2008,18+,6.7,92%,0,0,1,0,0,Brad Anderson,"Crime,Drama,Mystery,Thriller","United Kingdom,Germany,Spain,Lithuania","English,Russian,Spanish,Mandarin,French",111
4649,Climax,2018,18+,7.1,69%,0,0,1,0,0,Gaspar Noé,"Drama,Horror,Music,Thriller","France,Belgium","French,English",97
4651,House of Games,1987,18+,7.3,96%,0,0,1,0,0,David Mamet,"Crime,Thriller",United States,English,102
4652,Gleason,2016,18+,8.4,96%,0,0,1,0,0,Clay Tweel,Documentary,United States,English,110
4653,The Central Park Five,2012,18+,7.7,93%,0,0,1,0,0,"Ken Burns,Sarah Burns,David McMahon","Documentary,Crime,History",United States,English,119
4655,Priceless,2006,13+,7,82%,0,0,1,0,0,Pierre Salvadori,"Comedy,Romance",France,"French,English",106
4657,The Crazies,2010,18+,6.5,71%,0,0,1,0,0,Breck Eisner,"Horror,Thriller","United States,United Arab Emirates",English,101
4658,Late Night,2019,18+,6.5,80%,0,0,1,0,0,Nisha Ganatra,"Comedy,Drama",United States,English,102
4660,Karwaan,2018,18+,7.5,71%,0,0,1,0,0,Akarsh Khurana,"Comedy,Drama",India,Hindi,114
4661,The Decline of Western Civilization,1981,18+,7.6,100%,0,0,1,0,0,Penelope Spheeris,"Documentary,History,Music",United States,English,100
4662,Atlantic City,1980,18+,7.3,100%,0,0,1,0,0,Louis Malle,"Crime,Drama,Romance","France,Canada","English,French",104
4664,Blow the Man Down,2019,18+,6.4,99%,0,0,1,0,0,"Bridget Savage Cole,Danielle Krudy","Comedy,Drama,Mystery",United States,English,91
4667,King of New York,1990,18+,7,73%,0,0,1,0,0,Abel Ferrara,"Crime,Thriller","Italy,United States",English,103
4668,Three… Extremes,2004,18+,7,84%,0,0,1,0,0,"Fruit Chan,Takashi Miike,Chan-wook Park",Horror,"Hong Kong,Japan,South Korea","Cantonese,Japanese,Korean,Mandarin",118
4669,The Invisible War,2012,18+,7.6,99%,0,0,1,0,0,Kirby Dick,"Documentary,Crime","United States,France",English,93
4670,We Were Here,2011,18+,7.9,100%,0,0,1,0,0,"David Weissman,Bill Weber","Documentary,Biography,History,News",United States,English,90
4672,The Whistleblower,2010,18+,7.1,75%,0,0,1,0,0,Larysa Kondracki,"Biography,Crime,Drama","Canada,Germany","English,Romanian,Russian,Serbian,Ukrainian",112
4676,Opera,1987,18+,7,90%,0,0,1,0,0,Dario Argento,"Horror,Mystery,Thriller",Italy,Italian,107
4677,The Tillman Story,2010,18+,7.7,93%,0,0,1,0,0,Amir Bar-Lev,"Documentary,Biography,Mystery,War",United States,English,94
4679,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,2007,18+,8.3,100%,0,0,1,0,0,Steven Okazaki,"Documentary,History",United States,"English,Japanese,Korean",86
4680,The Man from Earth,2007,13+,7.9,100%,0,0,1,0,0,Richard Schenkman,"Drama,Fantasy,Sci-Fi",United States,English,87
4681,Lean on Pete,2018,18+,7.2,91%,0,0,1,0,0,Andrew Haigh,Drama,United Kingdom,"English,Spanish",121
4682,Harry Brown,2009,18+,7.2,63%,0,0,1,0,0,Daniel Barber,"Action,Crime,Drama,Thriller",United Kingdom,English,103
4684,Ghost Town,2008,13+,6.7,85%,0,0,1,0,0,David Koepp,"Comedy,Drama,Fantasy,Romance",United States,English,102
4685,They Call Me Jeeg,2015,18+,7.1,75%,0,0,1,0,0,Gabriele Mainetti,"Action,Drama,Sci-Fi",Italy,Italian,112
4686,Friday the 13th,1980,18+,6.5,63%,0,0,1,0,0,Sean S. Cunningham,"Horror,Mystery,Thriller",United States,English,95
4689,He Loves Me… He Loves Me Not,2002,13+,7.2,71%,0,0,1,0,0,Laetitia Colombani,"Romance,Thriller",France,French,92
4690,Birdy,1984,18+,7.3,85%,0,0,1,0,0,Alan Parker,"Drama,War",United States,English,120
4691,The Secret of Roan Inish,1995,7+,7.5,95%,0,0,1,0,0,John Sayles,"Drama,Family,Fantasy","United States,Ireland","English,Irish",103
4694,Spirits in the Forest,2019,18+,7.8,100%,0,0,1,0,0,"Anton Corbijn,John Merizalde,Pasqual Gutierrez","Documentary,Music",United States,English,83
4695,Kannathil Muthamittal,2002,18+,8.4,83%,0,0,1,0,0,Mani Ratnam,"Action,Drama,War",India,"Tamil,Sinhalese,English",123
4696,Polytechnique,2009,18+,7.2,87%,0,0,1,0,0,Denis Villeneuve,"Crime,Drama,History",Canada,French,77
4698,Who Killed the Electric Car?,2006,7+,7.6,89%,0,0,1,0,0,Chris Paine,Documentary,United States,English,92
4699,Stuck in Love,2012,18+,7.2,57%,0,0,1,0,0,Jay Chapman,"Comedy,Drama,Fantasy,Romance",United States,English,93.41344725
4701,Heavy Trip,2018,18+,7,93%,0,0,1,0,0,"Juuso Laatio,Jukka Vidgren","Comedy,Music","Finland,Norway,Belgium","Finnish,English,Norwegian",92
4702,Bad Boy Bubby,1993,18+,7.4,83%,0,0,1,0,0,Rolf de Heer,"Comedy,Crime,Drama","Australia,Italy",English,114
4703,Breakdown,1997,18+,6.9,80%,0,0,1,0,0,Jonathan Mostow,"Crime,Drama,Mystery,Thriller",United States,English,93
4704,The House of the Devil,2009,18+,6.4,87%,0,0,1,0,0,Ti West,Horror,United States,English,95
4705,Unsane,2018,18+,6.4,80%,0,0,1,0,0,Steven Soderbergh,"Drama,Horror,Mystery,Thriller",United States,English,98
4707,Dead Snow 2: Red vs. Dead,2014,18+,6.9,81%,0,0,1,0,0,Tommy Wirkola,"Action,Comedy,Horror","Norway,Iceland,United States,United Kingdom","Norwegian,English,German",100
4708,Magic Mike,2012,18+,6.1,79%,0,0,1,0,0,Steven Soderbergh,"Comedy,Drama",United States,English,110
4709,Colette,2018,18+,6.7,87%,0,0,1,0,0,Wash Westmoreland,"Biography,Drama,History","United Kingdom,United States,France,Hungary,Netherlands",English,111
4711,Life According to Sam,2013,all,8.2,100%,0,0,1,0,0,"Sean Fine,Andrea Nix","Documentary,Biography,Drama,News",United States,English,94
4712,Draft Day,2014,13+,6.8,59%,0,0,1,0,0,Ivan Reitman,"Drama,Sport",United States,English,110
4714,Best Worst Movie,2009,18+,7.3,94%,0,0,1,0,0,Michael Paul Stephenson,"Documentary,Comedy,Drama",United States,"English,Italian",93
4716,The Battery,2012,18+,6.4,100%,0,0,1,0,0,Jeremy Gardner,"Adventure,Drama,Horror",United States,English,101
4718,"Don't Worry, He Won't Get Far on Foot",2018,18+,6.9,76%,0,0,1,0,0,Gus Van Sant,"Biography,Comedy,Drama","France,United States",English,114
4719,Dark Days,2000,18+,7.8,94%,0,0,1,0,0,Marc Singer,Documentary,United States,English,82
4720,Tab Hunter Confidential,2015,18+,7.7,88%,0,0,1,0,0,Jeffrey Schwarz,"Documentary,Biography",United States,English,90
4723,4 Little Girls,1997,16+,7.8,100%,0,0,1,0,0,Spike Lee,"Documentary,History",United States,English,102
4724,Jay and Silent Bob Reboot,2019,18+,5.8,66%,0,0,1,0,0,Kevin Smith,Comedy,United States,English,105
4726,Phantasm,1979,18+,6.8,73%,0,0,1,0,0,Don Coscarelli,"Horror,Sci-Fi",United States,English,89
4727,Dark Water,2002,13+,6.7,80%,0,0,1,0,0,Walter Salles,"Drama,Horror,Mystery",United States,English,105
4728,Southern Comfort,1981,18+,7.2,82%,0,0,1,0,0,Walter Hill,"Action,Thriller",United States,"English,French",106
4729,Becoming Astrid,2018,18+,7.1,96%,0,0,1,0,0,Pernille Fischer Christensen,"Biography,Drama","Sweden,Denmark","Swedish,Danish",123
4730,The Snow Walker,2003,7+,7.3,86%,0,0,1,0,0,Charles Martin Smith,"Adventure,Drama",Canada,"English,Inuktitut",103
4731,Braven,2018,18+,6,77%,0,0,1,0,0,Lin Oeding,"Action,Thriller",Canada,English,94
4732,Sunshine Cleaning,2008,18+,6.8,74%,0,0,1,0,0,Christine Jeffs,"Comedy,Drama",United States,"English,Spanish",91
4733,The Woman in Black,2012,13+,6.4,67%,0,0,1,0,0,James Watkins,"Drama,Fantasy,Horror,Thriller","United Kingdom,Canada,United States,Sweden",English,95
4734,Rambo: Last Blood,2019,18+,6.2,27%,0,0,1,0,0,Adrian Grunberg,"Action,Adventure,Thriller","United States,Hong Kong,France,Bulgaria,Spain,Sweden","English,Spanish",89
4737,I've Loved You So Long,2008,13+,7.6,88%,0,0,1,0,0,Philippe Claudel,Drama,"France,Germany","French,English",117
4738,Behind the Mask: The Rise of Leslie Vernon,2006,18+,6.7,76%,0,0,1,0,0,Scott Glosserman,"Comedy,Horror,Thriller",United States,English,92
4739,These Final Hours,2014,18+,6.7,84%,0,0,1,0,0,Zak Hilditch,"Drama,Sci-Fi,Thriller",Australia,English,87
4741,Lost Soul: The Doomed Journey of Richard Stanley's “Island of Dr. Moreau”,2014,18+,7.5,100%,0,0,1,0,0,David Gregory,"Documentary,Adventure",United States,English,97
4742,A Private War,2018,18+,6.7,87%,0,0,1,0,0,Matthew Heineman,"Biography,Drama,War","United Kingdom,United States",English,110
4743,"Nightmares in Red, White and Blue",2009,18+,7.2,100%,0,0,1,0,0,Andrew Monument,"Documentary,Horror",United States,English,96
4744,Transit,2018,18+,6.9,94%,0,0,1,0,0,Christian Petzold,"Drama,Sci-Fi","Germany,France","German,French,French Sign Language",101
4746,Hell House LLC,2015,18+,6.4,89%,0,0,1,0,0,Stephen Cognetti,"Horror,Mystery",United States,English,93
4747,Last Days in Vietnam,2014,18+,7.6,95%,0,0,1,0,0,Rory Kennedy,"Documentary,History,War",United States,English,98
4749,The Monster Squad,1987,13+,7.1,64%,0,0,1,0,0,Fred Dekker,"Action,Comedy,Fantasy,Horror",United States,"English,German",79
4750,The Barkley Marathons: The Race That Eats Its Young,2014,18+,7.8,67%,0,0,1,0,0,"Annika Iltis,Timothy James Kane","Documentary,Adventure,History,Sport",United States,English,89
